"Name","Ecol_f0","Ecol_f1","Ecol_f2","SS_f0","SS_f1","SS_f2","Ecol_f3","Ecol_f4","SS_f3","SS_f4","Ecol_f5","Ecol_f6","SS_f5","SS_f6","Ecol_f7","Ecol_f8","SS_f7","SS_f8","POINT_X","POINT_Y","LBP","Time","Site_centr","Site_cen_1","Fire","EVC","Aspect","CosAsp","CreekIndex","DEM","SinAsp","Slope","SoA","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","max","mean","p10","p25","p50","p75","p90","S00","S05","S10","S15","S20","S25","S30","S35","S40","S45","S50","S55","S60","std","Pfc","OvCWavg","OvCWsum","OvHtavg","OvN08t10","OvN10t15","OvN15t20","OvN20t30","OvNum","CLdens","MsCover","MsNum","MsHtavg","liveWattle","DeadWattle","AllWattle","liveEucal","DeadEucal","shrub_CNT","MS_CNT","Top_CNT","FMZ","Logging","BIO01_250m","BIO02_250m","BIO03_250m","BIO04_250m","BIO05_250m","BIO06_250m","BIO07_250m","BIO08_250m","BIO09_250m","BIO10_250m","BIO11_250m","BIO12_250m","BIO13_250m","BIO14_250m","BIO15_250m","BIO16_250m","BIO17_250m","BIO18_250m","BIO19_250m","NEAR_FID","NEAR_DIST","block1k","block2k","block3k","block4k","block5k","block6k","block7k","block8k","block9k","block10k","block11k","block12k","block13k","block14k","block15k","HBT0t2","LBP_fold1k","LBP_fold2k","LBP_fold3k","LBP_fold4k","LBP_fold5k","LBP_fold6k","LBP_fold7k","LBP_fold8k","LBP_fold9k","LBP_fold10k","LBP_fold11k","LBP_fold12k","LBP_fold13k","LBP_fold14k","LBP_fold15k"
"S1-75-S",0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,402389.909855,5868033.83046,0,"2016_17",402390,5868034,1939,7,33.1351,-0.147793,5.52,728.395,0.989018,16.5357,30.4176,11.4557,8.45435,39.7265,465.484,23.8971,2.61997,21.2771,5.74644,17.1109,17.1109,5.74644,1549,226.602,49.4752,44.7281,626.522,195.635,195.635,626.522,53.5979,29.8604,2.18051,6.76508,37.9942,47.6566,50.6247,0.274368,0.068738,0.017425,0.016094,0.018929,0.021619,0.025914,0.043052,0.115308,0.240404,0.137878,0.018419,0.001858,20.2302,0.447146,10.5139,581.26,56.6292,26.2403,26.8003,0.914104,0,55.2849,6.1175,4.65,155,16.0536,1,0.125,1.125,28.5,4.125,2.25,1,1.25,1,1939,11.5602,8.62197,40.2504,463.738,24.0732,2.65236,21.4209,5.87692,17.2019,17.2019,5.87692,1548.99,226.544,49.4972,44.7096,626.396,195.682,195.682,626.396,1,666.237537514,"402_5868","201_2934","134_1956","100_1467","80_1173","67_978","57_838","50_733","44_652","40_586","36_533","33_489","30_451","28_419","26_391",0,5,2,4,5,1,4,1,3,4,4,1,4,5,2,3
"SnCk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,402685.875734,5867436.94131,0,"2014_16",402686,5867437,1939,7,28.6029,-0.946493,0.76,760.876,-0.322724,10.5776,4.65698,11.3268,8.80297,40.5844,467.712,23.9062,2.21728,21.6889,5.57602,16.9795,16.9834,5.57602,1574.72,228.291,51.0204,43.7808,629.613,200.948,218.625,629.613,55.4695,29.3824,2.61888,14.2083,34.0971,43.6875,48.9782,0.298047,0.049676,0.031793,0.033304,0.034597,0.032821,0.043529,0.055057,0.06661,0.07837,0.103604,0.11166,0.055115,18.027,0.445364,10.7773,490.745,59.9183,20.0062,23.7368,1.64107,0,45.5352,5.6375,4.2,112,18.5088,1.625,0,1.625,13,0,2,1.25,1.25,1,1939,11.3754,8.85296,40.7452,467.027,23.9726,2.24499,21.7276,5.63355,17.0202,17.0251,5.63355,1571.75,228.076,50.849,43.8829,629.227,200.345,227.216,629.227,0,666.237537514,"402_5867","201_2933","134_1955","100_1466","80_1173","67_977","57_838","50_733","44_651","40_586","36_533","33_488","30_451","28_419","26_391",0,2,3,3,1,1,5,1,3,1,4,1,4,5,2,3
"No6-2",0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,402677.844667,5866310.97927,1,"2014_16",402678,5866311,2004,7,60.5547,-0.649096,0,886.891,-0.760706,9.03478,3.24758,10.6165,8.30107,39.2283,472.29,22.9361,1.77619,21.1599,4.81356,16.347,16.347,4.81356,1613.78,231.075,53.2912,42.4586,634.5,208.954,208.954,634.5,26.4393,16.7938,11.9532,14.9005,17.2835,19.4389,21.5353,0.039879,0.037496,0.178308,0.58145,0.141295,0.001462,0.003404,0.007011,0.0086,0.001089,0,0,0,4.36692,0.468876,11.9053,35.3426,43.3158,1.30069,0.59541,1.08634,0,2.96866,2.8075,73.35,436,21.7543,10.125,0.25,10.375,17.5,0.125,2,2,3,1,2005,10.6696,8.36624,39.3988,472.496,23.0304,1.79566,21.2347,4.86378,16.4021,16.4021,4.86378,1611.26,230.886,53.1473,42.5386,634.173,208.44,208.44,634.173,3,367.188983986,"402_5866","201_2933","134_1955","100_1466","80_1173","67_977","57_838","50_733","44_651","40_586","36_533","33_488","30_451","28_419","26_391",1,4,3,3,1,1,5,1,3,1,4,1,4,5,2,3
"No6-3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,402859.862789,5866629.87918,0,"2014_16",402860,5866630,1939,7,87.0648,0.621762,3.48,799.929,-0.783206,18.7497,25.2489,10.9858,8.692,40.296,471.503,23.5273,1.95756,21.5697,5.19081,16.7045,16.7045,5.19081,1606.6,230.456,52.914,42.6656,633.392,207.56,207.56,633.392,58.2186,26.8592,2.5225,5.70075,28.8768,43.9873,50.9494,0.238768,0.143695,0.084469,0.035973,0.026049,0.038505,0.054787,0.081568,0.092302,0.10114,0.075502,0.026544,0.000702,19.9473,0.406977,10.2564,485.834,54.1879,24.2217,26.5127,0.487312,0,47.3689,7.3025,6.05,223,14.7549,1.625,0,1.625,36,5.5,3,1.25,2,1,1939,11.043,8.74796,40.456,471.151,23.6126,1.98928,21.6234,5.25213,16.7572,16.7572,5.25213,1605.01,230.325,52.8283,42.7128,633.159,207.246,207.246,633.159,2,367.188983986,"402_5866","201_2933","134_1955","100_1466","80_1173","67_977","57_838","50_733","44_651","40_586","36_533","33_488","30_451","28_419","26_391",1,4,3,3,1,1,5,1,3,1,4,1,4,5,2,3
"S1-55-F",0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,401883.206248,5866594,0,"2016_17",401884,5866594,1939,7,319.639,0.693947,5.92,982.84,-0.720026,3.07654,81.4544,10.1801,8.20243,38.7916,473.74,22.4516,1.31291,21.1387,4.37531,15.9377,15.9377,4.37531,1586.16,229.647,51.4853,43.5381,632.137,202.862,202.862,632.137,50.8813,29.2209,3.415,14.323,35.0286,42.4014,46.1324,0.180292,0.136115,0.089121,0.020709,0.015627,0.023485,0.035928,0.050705,0.079855,0.143418,0.162556,0.061473,0.00072,16.9546,0.457355,9.79217,440.221,54.1247,27.4436,13.9954,0.726894,0,44.9564,6.52,21.45,233,16.3067,0,0,0,14,10,1.5,3,1,1,1939,10.2961,8.47393,39.5083,475.237,22.727,1.27854,21.4485,4.47426,16.0706,16.0706,4.47426,1579.08,229.225,51.0425,43.8079,631.422,201.345,201.345,631.422,2,843.534795603,"401_5866","200_2933","133_1955","100_1466","80_1173","66_977","57_838","50_733","44_651","40_586","36_533","33_488","30_451","28_419","26_391",0,3,2,5,1,1,5,1,3,1,4,1,4,5,2,3
"No6-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402901.857611,5865819.0328,0,"2014_16",402902,5865819,2004,7,77.9407,-0.825811,0,908.432,0.563947,22.9,3.35092,10.5319,8.3819,39.33,470.756,22.8858,1.57468,21.3112,4.74551,16.2432,16.2432,4.74551,1635.95,232.595,54.6072,41.7297,637.096,213.585,213.585,637.096,51.8925,23.0818,3.64603,8.26035,23.9076,36.1305,42.5057,0.176434,0.190884,0.116042,0.054122,0.033411,0.033331,0.044016,0.066489,0.119404,0.110807,0.045641,0.009043,0.000366,15.4998,0.427364,10.1084,335.398,51.6726,21.0018,14.4664,0,0,33.1802,7.6225,21,277,19.9051,6.125,0,6.125,16.5,7,3,2,1,1,1939,10.5939,8.42672,39.4488,470.667,22.9776,1.61642,21.3612,4.80768,16.3035,16.3035,4.80768,1635.87,232.569,54.6099,41.7266,637.047,213.583,213.583,637.047,2,540.548912074,"402_5865","201_2932","134_1955","100_1466","80_1173","67_977","57_837","50_733","44_651","40_586","36_533","33_488","30_451","28_418","26_391",0,4,2,3,1,1,5,1,3,1,4,1,4,5,4,3
"S1-87-Fo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404899.986676,5862974.83844,0,"2016_17",404900,5862974,1939,7,280.195,-0.829292,0,928.784,-0.558815,20.6559,13.919,10.0934,9.48084,42.4108,472.47,22.8945,0.541403,22.3531,4.30863,15.825,15.8266,4.30863,1747.3,241.176,60.9642,38.7522,651.635,236.48,249.003,651.635,56.705,35.4362,6.8951,22.9066,41.4508,49.1486,52.5256,0.154692,0.087205,0.040314,0.034401,0.034592,0.072854,0.131717,0.072362,0.050579,0.077873,0.110263,0.107991,0.025033,17.6291,0.495568,9.82074,598.743,60.224,37.6146,17.6327,0.211628,0,60.9673,6.4875,21.95,163,15.5701,0.875,0,0.875,65,6,2.25,1,2,1,1939,10.0775,9.5588,42.5807,473.042,22.9073,0.458702,22.4486,4.28896,15.8142,15.8176,4.28896,1749.64,241.379,61.0952,38.6995,651.951,236.961,265.401,651.951,7,785.421280138,"404_5862","202_2931","134_1954","101_1465","80_1172","67_977","57_837","50_732","44_651","40_586","36_532","33_488","31_450","28_418","26_390",0,5,4,1,3,3,5,1,4,1,4,1,4,3,4,3
"SnCk2",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,405429.937683,5862395.15015,1,"2014_16",405430,5862395,1939,9,156.759,0.949176,12.72,930.844,-0.314745,11.5096,36.561,9.95251,9.05998,41.4772,468.434,22.5208,0.684905,21.8359,4.2299,15.6588,15.6588,4.2299,1753.09,241.672,61.341,38.5874,651.969,237.82,237.82,651.969,46.4828,21.7035,4.97591,11.7966,21.1635,32.0607,37.9478,0.155781,0.097293,0.158419,0.184771,0.078351,0.027215,0.038663,0.056795,0.068916,0.084412,0.047298,0.00208,0,12.8826,0.463477,10.3909,502.427,53.4421,21.9034,21.2801,0.142085,0,48.3528,5.9275,43.45,220,22.2948,4.125,1,5.125,5,2,2,2.25,0.25,1,1939,9.95471,9.34885,42.1876,470.588,22.6766,0.516393,22.1602,4.21048,15.6868,15.6868,4.21048,1756.3,241.967,61.497,38.532,652.575,238.417,238.417,652.575,6,785.421280138,"405_5862","202_2931","135_1954","101_1465","81_1172","67_977","57_837","50_732","45_651","40_586","36_532","33_488","31_450","28_418","27_390",2,4,4,4,3,3,5,1,4,3,4,1,4,3,4,1
"No5-2",0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,404011.132766,5862182.17534,0,"2014_16",404011,5862182,1988,9,43.1356,0.662436,3.36,1086.88,-0.749119,12.453,24.3381,9.29794,7.54578,37.2609,463.932,21.0266,0.782741,20.2438,3.61687,14.9343,14.9343,3.61687,1757.23,242.382,61.3698,38.628,653.892,238.183,238.183,653.892,49.0221,30.3145,4.06698,18.8054,36.173,42.5653,45.279,0.174938,0.052611,0.044157,0.025495,0.018863,0.029946,0.066321,0.15775,0.259032,0.148092,0.021567,0.001233,0,15.8938,0.404906,10.2232,540.991,48.8613,30.4315,29.3612,3.8351,0,50.9345,4.9525,10.1,172,17.9822,4.375,0.3125,4.6875,29.5,0.625,2,1.75,2,1,1939,9.56919,7.94004,38.4016,464.829,21.5248,0.848455,20.6763,3.87544,15.2142,15.2142,3.87544,1756.78,242.295,61.3577,38.6297,653.774,238.115,238.115,653.774,9,1171.61423937,"404_5862","202_2931","134_1954","101_1465","80_1172","67_977","57_837","50_732","44_651","40_586","36_532","33_488","31_450","28_418","26_390",4,5,4,1,3,3,5,1,4,1,4,1,4,3,4,3
"No5-1",0,2,0,0,4,1,0,0,0,0,0,4,0,0,2,0,0,0,404828.91832,5861343.18385,1,"2014_16",404829,5861343,1939,7,99.5161,0.527765,6.84,962.038,-0.84939,10.3275,45.2076,9.73594,8.52914,40.1965,464.54,21.9849,0.7743,21.2106,4.03972,15.3894,15.3894,4.03972,1779.2,244.225,62.616,38.1495,656.779,242.735,242.735,656.779,57.2314,29.8713,4.35131,15.0902,32.8601,44.3837,50.7359,0.220449,0.050587,0.075472,0.086474,0.045372,0.023659,0.033445,0.043495,0.067425,0.080765,0.101888,0.113141,0.052323,18.0918,0.449501,10.8443,459.052,58.0961,17.714,27.9301,3.18462,0,42.3311,6.6625,13.2,202,20.298,5.125,1,6.125,34.5,7,2,2,1,1,1939,9.70984,8.25419,39.2145,464.317,21.8272,0.778337,21.0488,4.00413,15.3516,15.3516,4.00413,1777.79,244.109,62.5269,38.1854,656.676,242.416,242.416,656.676,8,1171.61423937,"404_5861","202_2930","134_1953","101_1465","80_1172","67_976","57_837","50_732","44_651","40_586","36_532","33_488","31_450","28_418","26_390",7,3,2,5,3,3,3,1,4,1,4,1,4,3,4,3
"S2-5-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407000.302589,5861458.47498,0,"2016_17",407000,5861458,2009,7,76.2519,0.657217,0,1121.68,0.753701,13.167,18.961,9.53978,7.27321,36.3925,462.716,21.1331,1.14886,19.9843,3.86527,15.185,15.185,3.86527,1695.47,236.971,58.5092,39.6902,641.169,227.1,227.1,641.169,56.4743,35.006,2.38705,13.8474,46.0245,51.3482,53.4366,0.270447,0.005392,0.005716,0.007482,0.012127,0.017117,0.02176,0.033059,0.080934,0.196285,0.275632,0.073868,0.00019,20.8534,0.452601,9.86926,429.266,55.538,26.0389,20.7304,0,0,43.4952,8.1475,0.2,130,15.1071,0,0,0,28,8,2,0,2,1,1939,9.5307,7.31363,36.5126,463.117,21.1452,1.11479,20.0304,3.8522,15.1809,15.1809,3.8522,1696.94,237.082,58.5837,39.6574,641.423,227.378,227.378,641.423,7,1828.49837369,"407_5861","203_2930","135_1953","101_1465","81_1172","67_976","58_837","50_732","45_651","40_586","37_532","33_488","31_450","29_418","27_390",0,1,3,3,3,3,3,5,4,3,4,1,4,3,1,1
"S1-66-F",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,398637,5860605,0,"2016_17",398637,5860605,2009,7,342.741,-0.953078,0,928.379,-0.302725,3.11913,82.3568,9.96917,9.03587,41.4097,465.995,22.5788,0.759181,21.8197,4.25231,15.6246,15.6246,4.25231,1679.28,237.259,56.6523,40.6679,644.077,221.858,221.858,644.077,35.1158,19.368,2.23207,9.8866,22.392,28.6543,30.8924,0.220355,0.023253,0.05308,0.152681,0.116467,0.258994,0.171135,0.004043,0,0,0,0,0,10.8166,0.439837,9.19635,273.634,35.594,24.7972,3.6675,0,0,29.7546,6.8475,46.5,340,30.6743,9,5.375,14.375,20.5,4.125,2.25,2,2,1,1997,9.92535,9.12696,41.6168,466.893,22.5864,0.655429,21.931,4.20319,15.5902,15.5902,4.20319,1683.72,237.583,56.9035,40.5442,644.676,222.768,222.768,644.676,12,2470.92550588,"398_5860","199_2930","132_1953","99_1465","79_1172","66_976","56_837","49_732","44_651","39_586","36_532","33_488","30_450","28_418","26_390",0,1,4,5,4,4,3,4,4,1,5,1,4,2,4,3
"S2-10-Fi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,396191.724363,5860249.8945,0,"2016_17",396193,5860249,2009,7,295.756,0.901891,1.04,1129.42,0.431964,1.36411,48.7827,8.96833,8.36158,39.595,467.885,21.1731,0.0556541,21.1174,3.23146,14.6635,14.6635,3.23146,1724.02,240.455,59.1235,39.5171,650.742,230.896,230.896,650.742,16.9849,4.25447,1.16886,2.06127,3.65281,5.57135,7.96664,0.684322,0.268386,0.027631,0.008927,0.00631,0.003555,0.000855,1.4e-05,0,0,0,0,0,3.10972,0.49683,0,0,0,0,0,0,0,0,3.325,12.3,311,11.7738,1.5,0,1.5,6.5,9,2.25,1.75,0.5,1,2010,8.92563,8.38904,39.6639,468.441,21.1426,-0.0076873,21.1503,3.18365,14.6279,14.6279,3.18365,1724.22,240.464,59.1344,39.5111,650.766,230.938,230.938,650.766,13,1632.91839326,"396_5860","198_2930","132_1953","99_1465","79_1172","66_976","56_837","49_732","44_651","39_586","36_532","33_488","30_450","28_418","26_390",0,5,3,5,4,4,3,4,4,1,5,1,4,2,4,3
"S2-3-Fo",0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,0,0,0,394887,5859268,1,"2016_17",394887,5859268,2009,9,72.3083,-0.998666,5.24,1030.33,-0.051627,17.7507,27.1798,9.24455,9.10371,41.8606,465.724,21.806,0.0587561,21.7473,3.5399,14.9009,14.9009,3.5399,1723.1,240.292,59.1132,39.4553,649.911,230.962,230.962,649.911,36.1118,7.03327,1.53903,2.60039,5.08482,9.29577,15.9294,0.523216,0.313745,0.081313,0.01165,0.014696,0.018734,0.016372,0.010405,0.005964,0.003117,0.000757,3.4e-05,0,6.51846,0.40546,10.812,23.2309,47.9841,0.986478,1.93845,0,0,2.14863,5.455,20.3,327,13.6821,0,0,0,2.25,14.5,3,1.75,1,10,2009,9.23653,9.21272,42.1395,464.803,21.8382,-0.0242484,21.8624,3.54066,14.8836,14.8836,3.54066,1716.71,239.735,58.7734,39.5888,648.823,229.726,229.726,648.823,12,1632.91839326,"394_5859","197_2929","131_1953","98_1464","78_1171","65_976","56_837","49_732","43_651","39_585","35_532","32_488","30_450","28_418","26_390",0,3,3,2,2,1,2,4,4,5,5,5,4,2,4,3
"No5-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403995.04257,5859601.12276,1,"2014_16",403995,5859601,1939,8,196.312,0.0373983,9.32,1132.49,0.9993,4.28286,43.061,8.97317,8.28349,39.3954,466.494,21.0316,0.00574554,21.0258,3.27835,14.6497,14.6497,3.27835,1800.62,246.602,63.6153,37.8391,660.859,246.715,246.715,660.859,51.4604,33.6101,4.34831,22.0074,41.1783,45.6413,48.1143,0.173058,0.143706,0.021355,0.006261,0.010478,0.018706,0.041964,0.116898,0.233891,0.207431,0.026257,0,0,16.9029,0.434956,10.1903,406.268,47.8616,22.0747,18.3693,0,0,39.8681,4.72,8.05,209,15.903,0,0,0,41.5,4,1.5,2.5,1.25,1,1939,8.90197,8.33102,39.4965,468.238,20.9866,-0.106494,21.0931,3.19802,14.5915,14.5915,3.19802,1805.57,247.039,63.881,37.75,661.631,247.703,247.703,661.631,9,1931.35331484,"403_5859","201_2929","134_1953","100_1464","80_1171","67_976","57_837","50_732","44_651","40_585","36_532","33_488","31_450","28_418","26_390",0,4,4,5,4,5,3,1,4,1,5,1,4,3,4,3
"MBF2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,405385.671974,5857915.06237,0,"2014_16",405386,5857915,2009,8,47.0238,-0.994995,6.72,1126.95,0.0999229,9.40432,48.2919,8.96368,7.4889,37.411,461.372,20.5134,0.497783,20.0156,3.32257,14.5842,14.5842,3.32257,1814.75,247.896,64.5114,37.4962,661.627,249.988,249.988,661.627,52.5422,32.6133,3.10477,20.0644,39.9078,45.3061,48.4144,0.183953,0.079058,0.048759,0.029031,0.008366,0.019502,0.032271,0.06027,0.114332,0.186851,0.188114,0.046654,0.002843,17.572,0.410858,10.1783,559.027,55.6661,26.1309,26.8122,0.88557,0,54.9236,5.9025,9.45,181,14.7738,1.625,3.125,4.75,28,3,2.25,1.5,1.75,1,1939,8.99853,7.6138,37.7831,461.926,20.6139,0.46258,20.1514,3.35142,14.6256,14.6256,3.35142,1813.14,247.756,64.4403,37.5135,661.221,249.714,249.714,661.221,16,660.007529977,"405_5857","202_2928","135_1952","101_1464","81_1171","67_976","57_836","50_732","45_650","40_585","36_532","33_488","31_450","28_418","27_390",1,5,2,1,2,5,3,3,4,3,5,1,4,3,4,1
"MBF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,405913.726158,5858311.00266,0,"2014_16",405914,5858311,1939,9,85.0305,-0.978558,5.04,1035.18,-0.20597,10.3092,56.2973,9.44402,8.21641,39.4801,463,21.4068,0.597008,20.8098,3.78017,15.0801,15.0801,3.78017,1791.06,245.657,63.3718,37.8362,656.966,245.593,245.593,656.966,54.4686,34.8707,3.59429,24.0639,42.4812,47.5982,50.3143,0.184242,0.029931,0.037867,0.050685,0.025811,0.021789,0.02686,0.041579,0.088209,0.164804,0.240655,0.087554,0,17.7115,0.421024,10.9156,437.555,51.5652,14.6204,23.1634,1.92114,0,40.0853,5.43,11.4,233,17.2863,5,0.75,5.75,35.25,1.25,2.25,1.75,2,1,1939,9.4758,8.19899,39.4376,462.652,21.4321,0.642333,20.7898,3.81503,15.1074,15.1074,3.81503,1790.59,245.602,63.3471,37.8445,656.904,245.496,245.496,656.904,15,660.007529977,"405_5858","202_2929","135_1952","101_1464","81_1171","67_976","57_836","50_732","45_650","40_585","36_532","33_488","31_450","28_418","27_390",0,3,3,1,2,5,3,3,4,3,5,1,4,3,4,1
"MBF4",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,402621.728503,5857731.04271,1,"2014_16",402622,5857731,2009,7,274.49,-0.389116,0,1046.8,-0.921189,9.47405,10.6128,9.23753,8.13404,39.1318,462.66,21.1811,0.403426,20.7777,3.57821,14.8543,14.8543,3.57821,1828.8,249.627,64.9288,37.4595,666.423,251.921,251.921,666.423,29.3423,13.7339,5.17944,9.21083,13.7405,18.5374,22.2433,0.158412,0.201069,0.305746,0.201505,0.040954,0.011423,0.01188,0.021727,0.025583,0.018341,0.003287,8.8e-05,0,6.71194,0.397457,9.95191,431.418,52.3711,24.1927,18.8598,0,0,43.3502,4.225,14.75,220,18.3961,0,0,0,32,4.125,2,1.5,1.25,1,1939,9.34322,8.40342,39.8245,464.505,21.4403,0.339171,21.1011,3.66638,14.9841,14.9841,3.66638,1824.9,249.277,64.7218,37.5225,665.77,251.151,251.151,665.77,18,615.578956868,"402_5857","201_2928","134_1952","100_1464","80_1171","67_976","57_836","50_732","44_650","40_585","36_532","33_488","30_450","28_418","26_390",0,5,2,1,4,5,3,3,4,4,5,1,4,2,4,3
"RRD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402018.791755,5857606.92692,0,"2014_16",402019,5857607,2009,9,73.0737,-0.684372,6,1015.53,-0.729133,7.93799,53.5407,9.21608,8.66721,40.6396,464.285,21.4875,0.162786,21.3247,3.53284,14.8537,14.8537,3.53284,1819.28,248.861,64.3975,37.627,664.937,250,250.071,664.937,43.0566,20.9733,2.6688,9.37362,22.5262,31.7294,36.4252,0.283784,0.155028,0.073142,0.094032,0.02816,0.020248,0.030679,0.053591,0.079072,0.107391,0.066209,0.008613,5.8e-05,13.3349,0.406956,10.174,419.827,54.4231,21.3641,19.0933,0,0,41.2648,7.0975,10.85,162,17.3786,1.25,0,1.25,22,4,2.5,1.25,2,1,1939,9.2022,8.77406,40.9656,465.019,21.5154,0.0972503,21.4181,3.51108,14.8456,14.8456,3.51108,1823.44,249.242,64.6134,37.5604,665.657,250.81,250.81,665.657,17,615.578956868,"402_5857","201_2928","134_1952","100_1464","80_1171","67_976","57_836","50_732","44_650","40_585","36_532","33_488","30_450","28_418","26_390",0,5,2,1,4,5,3,3,4,4,5,1,4,2,4,3
"S2-10-Fo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393804,5857419,0,"2016_17",393804,5857419,2009,7,238.145,0.816104,0,1175.1,-0.577905,5.40248,71.8951,9.46005,8.43763,40.0135,462.083,21.6346,0.549234,21.0853,3.77585,15.0631,15.0631,3.77585,1706.32,238.715,58.3359,39.6404,645.417,228.247,228.247,645.417,33.0375,5.88317,1.23666,2.48772,5.16936,7.43488,9.57226,0.499614,0.420569,0.027318,0.01337,0.01665,0.016026,0.006206,0.000237,0,0,0,0,0,5.10963,0.422446,0,0,0,0,0,0,0,0,5.8725,25.9,445,12.7548,0.5,0.25,0.75,8.5,15.5,2.75,2,1,1,2009,9.49185,8.35436,39.7977,461.284,21.6237,0.631597,20.9921,3.8147,15.0849,15.0849,3.8147,1702.76,238.394,58.1533,39.7069,644.721,227.586,227.586,644.721,13,2142.82290449,"393_5857","196_2928","131_1952","98_1464","78_1171","65_976","56_836","49_732","43_650","39_585","35_532","32_488","30_450","28_418","26_390",0,3,3,5,2,1,2,5,4,5,5,5,4,2,4,3
"S2-4-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,377662,5856109,0,"2016_17",377662,5856109,2009,7,281.124,-0.0482867,6.12,680.692,-0.998834,9.52133,42.9081,11.0761,8.84988,42.1876,439.218,23.1767,2.20017,20.9765,5.68349,16.4437,16.4437,5.68349,1411.51,186.641,53.2458,35.3752,511.823,202.117,202.117,511.823,51.2333,10.5105,2.33225,4.23584,8.17599,12.9443,22.2508,0.325525,0.336583,0.188379,0.028226,0.026028,0.021709,0.020388,0.017717,0.010585,0.007989,0.006921,0.005936,0.003377,9.63261,0.376254,8.79405,10.7076,58.8298,1.22443,0.00123181,0,0,1.2176,10.4175,45.5,361,15.25,2.3125,0,2.3125,9.375,25,2.75,2.75,1,1,2009,11.0817,8.92634,42.3915,439.119,23.2056,2.14865,21.0569,5.68956,16.4469,16.4469,5.68956,1407.7,185.885,53.2229,35.2671,509.76,201.894,201.894,509.76,32,4483.3182475,"377_5856","188_2928","125_1952","94_1464","75_1171","62_976","53_836","47_732","41_650","37_585","34_532","31_488","29_450","26_418","25_390",0,1,1,3,4,5,4,2,5,5,3,1,3,3,3,2
"S2-9-S",0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,371100,5855552,0,"2016_17",371100,5855552,2009,7,322.381,-0.359246,9.6,741.971,0.933243,5.04371,40.8023,11.0727,8.00373,40.185,434.418,22.6759,2.75938,19.9165,6.3595,16.3884,16.3884,5.74544,1281.37,159.49,52.9392,30.4005,438.809,196.974,196.974,435.873,49.8074,8.769,1.87749,3.70514,6.51403,9.36845,19.0971,0.295,0.429943,0.222105,0.006485,0.002865,0.00333,0.005095,0.007678,0.009385,0.010141,0.006337,0.001506,0.000119,9.12581,0.384417,8.81653,16.4546,54.0354,1.86507,0,0,0,1.86634,8.7475,47.5,358,13.2872,0.25,0.25,0.5,18,14,3,3,1,1,1939,10.9925,7.91904,39.8813,435.436,22.5756,2.71912,19.8565,6.26547,16.321,16.321,5.65315,1283.36,159.802,52.9913,30.4347,439.682,197.17,197.17,436.696,29,3810.42238626,"371_5855","185_2927","123_1951","92_1463","74_1171","61_975","53_836","46_731","41_650","37_585","33_532","30_487","28_450","26_418","24_390",0,2,5,1,2,5,1,2,4,5,3,4,5,2,3,5
