"Name","Ecol_f0","Ecol_f1","Ecol_f2","SS_f0","SS_f1","SS_f2","Ecol_f3","Ecol_f4","SS_f3","SS_f4","Ecol_f5","Ecol_f6","SS_f5","SS_f6","Ecol_f7","Ecol_f8","SS_f7","SS_f8","POINT_X","POINT_Y","LBP","Time","Site_centr","Site_cen_1","Fire","EVC","Aspect","CosAsp","CreekIndex","DEM","SinAsp","Slope","SoA","BIO01","BIO02","BIO03","BIO04","BIO05","BIO06","BIO07","BIO08","BIO09","BIO10","BIO11","BIO12","BIO13","BIO14","BIO15","BIO16","BIO17","BIO18","BIO19","max","mean","p10","p25","p50","p75","p90","S00","S05","S10","S15","S20","S25","S30","S35","S40","S45","S50","S55","S60","std","Pfc","OvCWavg","OvCWsum","OvHtavg","OvN08t10","OvN10t15","OvN15t20","OvN20t30","OvNum","CLdens","MsCover","MsNum","MsHtavg","liveWattle","DeadWattle","AllWattle","liveEucal","DeadEucal","shrub_CNT","MS_CNT","Top_CNT","FMZ","Logging","BIO01_250m","BIO02_250m","BIO03_250m","BIO04_250m","BIO05_250m","BIO06_250m","BIO07_250m","BIO08_250m","BIO09_250m","BIO10_250m","BIO11_250m","BIO12_250m","BIO13_250m","BIO14_250m","BIO15_250m","BIO16_250m","BIO17_250m","BIO18_250m","BIO19_250m","NEAR_FID","NEAR_DIST","block1k","block2k","block3k","block4k","block5k","block6k","block7k","block8k","block9k","block10k","block11k","block12k","block13k","block14k","block15k","HBT0t2","LBP_fold1k","LBP_fold2k","LBP_fold3k","LBP_fold4k","LBP_fold5k","LBP_fold6k","LBP_fold7k","LBP_fold8k","LBP_fold9k","LBP_fold10k","LBP_fold11k","LBP_fold12k","LBP_fold13k","LBP_fold14k","LBP_fold15k"
"Fitz2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394254.449292,5811107.0704,1,"2014_16",394254,5811107,1983,7,36.5704,0.427832,1.44,664.924,-0.903858,3.40885,58.4364,11.1278,8.16337,42.4115,395.242,22.0912,2.8518,19.2394,6.85209,15.98,15.98,6.25476,1447.31,166.898,60.104,27.1977,476.391,227.996,227.996,451.991,41.488,22.6775,2.28993,12.604,26.6347,33.2154,36.5099,0.19605,0.03084,0.05794,0.105225,0.083568,0.12741,0.204591,0.16455,0.029087,0.00074,0,0,0,12.6486,0.392408,9.59857,350.681,39.5069,26.8076,4.97845,0,0,36.5347,4.8175,28.55,303,25.8608,6.625,3.5,10.125,19.5,1.5,2.25,3,1.25,1,1983,11.113,8.29223,42.7983,396.002,22.1336,2.75851,19.3751,6.83385,15.9743,15.9743,6.2333,1447.13,166.862,60.0966,27.1949,476.304,227.974,227.974,451.901,360,397.680612482,"394_5811","197_2905","131_1937","98_1452","78_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_447","28_415","26_387",1,5,3,5,2,4,4,1,2,4,2,4,4,4,2,1
"SF9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430202.786596,5811610.16285,0,"2014_16",430203,5811610,1939,7,189.553,0.49071,4.56,540.401,0.871323,7.54405,54.7523,11.6481,9.45363,45.9224,401.158,23.2571,2.67559,20.5815,7.33597,16.5296,16.5296,6.6999,1377.7,160.489,60.3854,27.4367,453.264,218.852,218.852,437.439,54.0002,26.8931,2.35678,5.59982,30.8058,44.303,48.855,0.304334,0.067223,0.03176,0.033512,0.036381,0.028747,0.029139,0.047734,0.103787,0.174597,0.124293,0.017445,0.001056,19.073,0.653866,10.081,467.079,55.9832,27.7847,18.3677,0.811299,0,46.3325,8.4575,7.3,231,17.1078,2.5,0.25,2.75,14.5,2.5,1,1.5,1,1,1939,11.6853,9.76016,46.7223,401.92,23.4181,2.52837,20.8897,7.377,16.574,16.574,6.73107,1364.7,157.729,60.1333,27.1384,447.447,217.615,217.615,431.432,341,1187.37888541,"430_5811","215_2905","143_1937","107_1452","86_1162","71_968","61_830","53_726","47_645","43_581","39_528","35_484","33_447","30_415","28_387",1,3,1,3,1,1,1,1,1,5,3,2,2,3,1,2
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422595.394584,5811105.65524,0,"2014_16",422595,5811106,1939,7,184.647,-0.760367,4.68,720.472,0.649493,8.59266,28.0098,10.7655,8.46383,42.6505,406.334,21.9416,2.09859,19.843,6.3186,15.7184,15.7184,5.76486,1518.69,187.614,62.2385,30.0602,513.828,232.385,232.385,496.686,32.9317,16.2068,3.44344,8.20376,16.5321,24.3889,27.5761,0.315442,0.141927,0.0572,0.048418,0.239379,0.189446,0.008174,0,0,0,0,0,0,9.28403,0.650937,9.43812,4.8204,35.2307,0.518867,0,0.0530476,0,0.510737,6.8325,26.15,341,25.0258,2.6875,0.125,2.8125,17.75,5,2.5,1.25,1,1,1999,10.8078,8.60626,43.0695,406.422,22.0421,2.05979,19.9823,6.36537,15.7608,15.7608,5.8075,1513.65,186.691,62.1176,29.9876,511.785,231.816,231.816,494.689,356,534.188784677,"422_5811","211_2905","140_1937","105_1452","84_1162","70_968","60_830","52_726","46_645","42_581","38_528","35_484","32_447","30_415","28_387",0,1,1,4,1,2,5,1,3,4,3,4,2,1,1,2
"Fitz4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394476.974829,5811463.12693,1,"2014_16",394477,5811463,1983,7,298.785,-0.944686,3.36,675.193,-0.327975,6.41452,17.1583,10.9948,8.66286,43.7005,399.842,22.2063,2.38538,19.8209,6.68546,15.9017,15.9017,6.07699,1467.75,170.967,60.4917,27.6087,485.539,229.803,229.803,461.739,35.9579,19.8407,3.51381,10.2283,23.3219,28.3142,31.2035,0.162472,0.090231,0.12806,0.128722,0.086355,0.132862,0.170281,0.092738,0.008283,0,0,0,0,10.4222,0.387064,9.12443,332.762,41.4864,31.3451,4.86762,0.000951455,0,36.4693,5.52,36.8,335,24.5793,4,0.25,4.25,42.5,1.5,3,2.75,3,1,1983,10.9825,8.79704,44.1353,400.388,22.2444,2.31242,19.932,6.67466,15.897,15.897,6.06131,1467.13,170.843,60.4735,27.5975,485.251,229.739,229.739,461.435,351,419.873630056,"394_5811","197_2905","131_1937","98_1452","78_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_447","28_415","26_387",0,5,3,5,2,4,4,1,2,4,2,4,4,4,2,1
"S1-97-S",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419403,5811697,0,"2016_17",419403,5811697,1939,7,338.996,0.956563,2.76,982.251,-0.291526,8.63514,36.1049,9.65612,7.41037,39.2963,416.907,20.4802,1.62379,18.8564,5.08449,14.7812,14.7812,4.52435,1556.62,194.764,62.6632,30.7224,530.36,235.867,235.867,512.952,22.944,11.8539,3.27219,7.02568,12.7033,16.5269,19.0788,0.218419,0.201269,0.293757,0.12415,0.097905,0.055365,0.008585,0.000557,0,0,0,0,0,5.913,0.529417,0,2.56958,30.5161,0.0417134,0.115196,0,0.197041,0.134698,4.285,47.4,369,25.741,33.5,6.5,40,1.5,0,1.75,2.25,1,1,0,9.63769,7.46267,39.456,417.45,20.4881,1.57413,18.9139,5.06262,14.7695,14.7695,4.50031,1559.1,195.243,62.7344,30.7613,531.39,236.152,236.152,513.984,335,1701.80141979,"419_5811","209_2905","139_1937","104_1452","83_1162","69_968","59_830","52_726","46_645","41_581","38_528","34_484","32_447","29_415","27_387",0,1,2,5,5,1,2,2,3,4,3,4,3,1,1,2
"158",0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,422374.017958,5810619.49678,1,"2014_16",422374,5810619,1939,7,173.842,-0.493551,2.88,698.148,-0.869717,7.59696,29.2353,11.1336,8.17242,42.3161,399.409,22.2373,2.9262,19.3111,6.78434,16.0402,16.0402,6.19785,1484.65,180.787,61.3241,29.4451,499.275,228.684,228.684,481.919,32.1431,19.9392,4.69901,16.4989,22.8002,25.6998,27.7635,0.120194,0.065293,0.039901,0.124013,0.307741,0.298925,0.043615,0.000315,0,0,0,0,0,8.33041,0.551494,10.293,48.82,36.2512,1.95688,1.96086,0,0,4.74304,2.7125,72.6,397,28.8709,9,1.125,10.125,14.25,0.875,2,1.75,2.25,9,1996,11.2653,8.26405,42.7166,397.944,22.4163,3.07006,19.3462,6.94266,16.1613,16.1613,6.34456,1476.19,179.146,61.1185,29.3004,495.7,227.772,227.772,478.332,362,380.727029835,"422_5810","211_2905","140_1936","105_1452","84_1162","70_968","60_830","52_726","46_645","42_581","38_528","35_484","32_446","30_415","28_387",3,1,1,5,1,2,5,1,3,4,3,4,2,2,1,2
"122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,443794.546761,5810513.13363,0,"2014_16",443795,5810513,1939,7,354.19,-0.689235,0,1010.29,0.724538,14.6841,5.90374,10.0606,7.06908,38.9319,409.048,20.5856,2.42851,18.1571,7.11796,15.1209,15.1209,5.07512,1540.29,188.686,67.2771,29.2713,518.24,243.43,243.43,491.395,37.8193,21.2551,2.79622,12.9651,24.8201,29.6536,32.9512,0.208464,0.027871,0.035141,0.155768,0.230627,0.095736,0.084767,0.072999,0.046024,0.025987,0.015223,0.001391,0,11.1443,0.568439,11.6924,189.63,48.2394,5.0864,2.02955,1.50045,0,16.2182,5.9075,32.45,316,24.5347,24.125,6.5,30.625,10,0,2.5,2.75,1,1,1939,10.0806,7.01846,38.7782,408.486,20.5797,2.48068,18.099,7.14232,15.1339,15.1339,5.10064,1535.72,187.9,67.1649,29.2068,516.248,242.845,242.845,489.859,359,378.523986726,"443_5810","221_2905","147_1936","110_1452","88_1162","73_968","63_830","55_726","49_645","44_581","40_528","36_484","34_446","31_415","29_387",0,3,5,5,5,5,3,2,3,4,1,3,3,4,4,3
"Fitz3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,394771.845314,5810702.89549,0,"2014_16",394772,5810703,1983,7,334.053,0.50271,0,688.765,0.864455,8.63386,18.9333,11.0434,7.8749,41.5253,394.853,21.893,2.9296,18.9635,6.7569,15.8904,15.8904,6.17053,1439.74,165.604,59.8855,27.0816,473.091,227.178,227.178,448.547,41.2538,22.7482,3.99053,11.4335,26.6397,33.8301,36.7826,0.143607,0.075543,0.131859,0.059199,0.04879,0.111627,0.236511,0.179353,0.013521,0,0,0,0,12.53,0.412756,9.08722,286.905,41.5936,25.8195,3.63926,0,0,31.5723,5.895,26.9,307,23.9694,6,5.625,11.625,24.5,2.375,2.5,1,1.5,1,1983,11.0753,7.7905,41.3017,394.103,21.8778,3.01535,18.8624,6.79809,15.9156,15.9156,6.21114,1429.94,163.913,59.6831,26.8945,468.741,226.276,226.276,443.932,360,357.465072905,"394_5810","197_2905","131_1936","98_1452","78_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_446","28_415","26_387",0,2,3,2,2,4,4,1,2,4,2,4,4,5,2,1
"123",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,444171.879349,5810483.12485,0,"2014_16",444173,5810483,1939,7,123.684,-0.397646,1.08,988.163,-0.917539,6.73861,43.7158,10.6147,7.2115,39.5847,402.862,21.169,2.95693,18.2121,7.75938,15.5935,15.5935,5.69209,1470.14,176.197,65.6011,28.2115,487.886,234.725,234.725,466.737,31.2519,14.1139,2.54589,4.53397,14.0668,22.8551,26.4505,0.344923,0.164385,0.041052,0.05258,0.165364,0.161937,0.034339,0.023895,0.010381,0.001145,0,0,0,9.96748,0.581112,9.95843,194.75,44.9594,12.9053,4.06111,0,0,19.5563,6.0275,20.25,233,24.8359,11.875,3.625,15.5,12.75,0,3,1.5,0.75,9,0,10.7769,7.45157,40.4111,402.167,21.4331,2.99364,18.4394,7.94336,15.7452,15.7452,5.86233,1452.41,172.986,65.1854,27.9326,480.238,232.563,232.563,460.364,357,378.523986726,"444_5810","222_2905","148_1936","111_1452","88_1162","74_968","63_830","55_726","49_645","44_581","40_528","37_484","34_446","31_415","29_387",1,5,5,2,3,5,5,2,3,4,1,3,4,4,4,3
"Fitz1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,394645.992551,5811037.47338,1,"2014_16",394646,5811037,1983,7,161.737,-0.0554819,3.56,654.825,-0.99846,13.5048,27.0125,11.0301,8.30232,42.7659,397.317,22.0672,2.66002,19.4072,6.73707,15.9084,15.9084,6.1366,1453.36,168.141,60.1783,27.3356,479.115,228.457,228.457,454.926,40.1117,21.6403,2.65767,10.9598,25.8606,31.7754,34.8074,0.176564,0.053947,0.10713,0.066874,0.068759,0.175644,0.244168,0.098045,0.008107,0.000487,0.000279,0,0,12.0471,0.388247,9.20803,378.941,40.3662,32.8585,7.65417,0.189671,0,41.1533,5.4425,44.8,302,27.6808,8.625,1.125,9.75,32,8,3,2.5,1.5,1,1983,11.0173,8.21661,42.5198,397.207,22.0212,2.69704,19.3242,6.72233,15.8947,15.8947,6.12393,1459.2,169.306,60.2869,27.4537,481.729,228.97,228.97,457.711,358,357.465072905,"394_5811","197_2905","131_1937","98_1452","78_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_447","28_415","26_387",1,5,3,5,2,4,4,1,2,4,2,4,4,4,2,1
"Dowey2",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,395781.638866,5810818.73576,1,"2014_16",395782,5810819,1983,7,184.79,-0.845064,0,621.411,0.534664,21.6845,2.09836,11.4391,8.16356,42.7059,387.687,22.3969,3.28168,19.1153,7.20479,16.1742,16.1742,6.63231,1455.06,168.886,60.044,27.4873,480.417,228.182,228.182,456.53,45.3922,24.4382,2.96815,11.9526,28.6449,34.9607,39.5325,0.200719,0.076054,0.04438,0.044648,0.063902,0.094298,0.143146,0.181885,0.122331,0.024683,0.002945,0.000922,7e-05,13.7141,0.383487,10.3624,472.269,45.5578,27.5158,16.2597,2.28371,0.608167,45.5751,4.1125,23.45,271,23.8024,4.5,0,4.5,26.5,0,2.25,2.75,2,1,1983,11.4245,8.13412,42.6107,387.8,22.3726,3.28326,19.0894,7.18799,16.1613,16.1613,6.61618,1455.93,169.097,60.0477,27.5151,480.861,228.224,228.224,457.021,370,856.675731434,"395_5810","197_2905","131_1936","98_1452","79_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_446","28_415","26_387",3,1,3,2,2,3,4,1,2,4,2,4,4,5,2,1
"158.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422006.406519,5810520.4266,0,"2014_16",422006,5810520,1939,7,146.167,-0.0824586,0.6,706.163,0.996594,21.0148,11.2564,11.0933,7.80126,41.0946,399.026,22.0547,3.07273,18.982,6.71716,15.9902,15.9902,6.15023,1489.92,181.687,61.4037,29.5148,501.391,229.244,229.244,483.924,31.2083,18.6838,3.08164,13.8802,21.9709,24.9222,26.892,0.166789,0.029767,0.059933,0.13475,0.357011,0.23018,0.020661,0.000906,0,0,0,0,0,8.71103,0.589996,8.89753,14.5628,31.4472,1.64809,0.0606864,0,0,1.63672,2.58,64.9,389,27.3151,9.25,2.5,11.75,27,3.75,1.5,1.75,1.5,9,0,11.0711,7.78818,41.0459,399.32,22.0303,3.05602,18.9743,6.69119,15.9718,15.9718,6.12468,1492.41,182.203,61.4777,29.5635,502.476,229.511,229.511,485.05,356,380.727029835,"422_5810","211_2905","140_1936","105_1452","84_1162","70_968","60_830","52_726","46_645","42_581","38_528","35_484","32_446","30_415","28_387",0,1,1,5,1,2,5,1,3,4,3,4,2,2,1,2
"Dowey1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,398752.352351,5810035.32846,1,"2014_16",398752,5810035,1983,7,210.915,-0.909856,0,644.913,-0.414923,15.6904,29.3048,11.5591,7.93123,41.956,388.635,22.4282,3.52507,18.9031,7.30526,16.3372,16.3372,6.77098,1381.87,158.078,58.0719,26.5852,450.725,219.831,219.831,426.241,50.5936,27.09,3.29681,14.9609,31.495,38.6445,43.4201,0.152744,0.07415,0.036509,0.029733,0.076528,0.136511,0.118467,0.133754,0.135822,0.090166,0.01561,1.8e-05,0,14.7732,0.386307,9.23907,444.358,50.3364,39.0049,5.99073,0,0,48.0955,4.59,27.95,286,23.6794,4.5,0.625,5.125,21.5,0,3,2.25,1.75,1,1939,11.5514,7.96169,42.0133,388.691,22.4225,3.47212,18.9504,7.29754,16.3288,16.3288,6.76035,1383.1,158.233,58.1023,26.6013,451.229,219.966,219.966,426.754,380,499.311408806,"398_5810","199_2905","132_1936","99_1452","79_1162","66_968","56_830","49_726","44_645","39_581","36_528","33_484","30_446","28_415","26_387",0,2,4,5,1,3,5,1,2,5,2,5,1,5,2,1
"124",4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,445411.9454,5809918.9959,0,"2014_16",445412,5809919,1939,7,59.625,-0.997871,0.36,742.789,0.0652217,18.9407,26.1204,11.7149,8.8474,44.8969,396.448,22.9921,3.28611,19.706,8.9861,16.6312,16.6312,6.88009,1283.84,144.37,62.2012,24.2016,405.814,215.281,215.281,389.275,46.0259,24.8658,4.31256,13.3496,28.4428,35.6787,39.6385,0.16124,0.086436,0.062697,0.074125,0.079249,0.097856,0.124762,0.137367,0.095816,0.051845,0.024733,0.003866,9e-06,13.1879,0.601119,10.5324,508.464,48.708,20.5558,29.4315,0.0813236,0,48.2761,5.1525,39.15,271,20.4851,3.125,0,3.125,27.5,2,2.75,2,1.75,9,1944,11.7063,8.83671,44.8665,396.492,22.9796,3.28405,19.6955,8.97637,16.6233,16.6233,6.87103,1286.09,144.672,62.2321,24.2595,406.816,215.48,215.48,390.312,387,1312.71220902,"445_5809","222_2904","148_1936","111_1452","89_1161","74_968","63_829","55_726","49_645","44_580","40_528","37_484","34_446","31_414","29_387",5,5,5,2,3,4,5,3,3,4,1,3,4,4,5,3
"BCk1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,394601.772304,5810302.00273,1,"2014_16",394602,5810302,1983,6,195.876,0.456088,0,679.586,0.889934,8.21104,43.9643,11.4263,7.66431,41.1975,388.715,22.1681,3.56565,18.6025,7.19813,16.2028,16.2028,6.62633,1414.9,161.912,59.3802,26.601,462.049,224.925,224.925,436.814,44.0038,23.719,3.84775,12.8289,27.2647,33.6279,37.6288,0.201928,0.040485,0.019675,0.04297,0.112925,0.199161,0.165776,0.135667,0.074686,0.006633,9.2e-05,0,0,12.7363,0.412788,9.55005,411.809,42.3878,30.0866,11.8448,0,0,43.1212,4.57,22.35,301,27.6314,8.75,1.625,10.375,26,3,1.25,2.5,1.5,1,1983,11.4971,7.6946,41.3595,387.896,22.2538,3.64967,18.6042,7.27771,16.2643,16.2643,6.70842,1411.31,161.434,59.3051,26.5319,460.451,224.597,224.597,435.116,358,435.476564255,"394_5810","197_2905","131_1936","98_1452","78_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_446","28_415","26_387",1,2,3,2,2,4,4,1,2,4,2,4,4,5,2,1
"116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,421177.356901,5810269.39599,0,"2014_16",421177,5810269,1939,7,116.931,-0.769931,0,747.317,-0.638128,17.0014,13.5412,11.0316,7.95116,41.4892,401.59,22.0542,2.89032,19.1638,6.64563,15.9669,15.9669,6.08634,1480.28,179.576,61.0157,29.3159,497.141,228.13,228.13,479.378,25.916,15.2331,6.8381,12.9349,16.3787,18.767,20.8751,0.149777,0.142775,0.111382,0.266722,0.271607,0.050319,0.005484,0.00194,0,0,0,0,0,5.43611,0.589569,9.95406,1.05733,37.4497,0.0236451,0.568007,0,0,0.106221,2.5025,67.7,364,23.2247,17.75,0.9375,18.6875,4.25,0.125,2.5,2,2.5,9,2000,10.988,7.90969,41.3403,402.179,21.9976,2.8645,19.1331,6.59531,15.9318,15.9318,6.03855,1486.2,180.751,61.1688,29.4233,499.686,228.758,228.758,481.974,367,628.350164692,"421_5810","210_2905","140_1936","105_1452","84_1162","70_968","60_830","52_726","46_645","42_581","38_528","35_484","32_446","30_415","28_387",0,5,2,5,1,2,5,1,3,4,3,4,2,2,1,2
"117",0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,421800.546162,5810189.02763,1,"2014_16",421801,5810189,1939,7,219.379,0.861438,2.2,651.167,-0.507862,10.8296,42.712,11.3255,8.24946,42.5424,397.523,22.4486,3.05964,19.389,6.98252,16.1999,16.1999,6.40254,1458.34,175.337,60.5505,28.9291,487.767,225.87,225.87,469.967,40.6175,20.8564,2.63981,7.28889,24.2368,32.0698,35.5707,0.243613,0.147827,0.041435,0.040358,0.050613,0.090259,0.142566,0.149886,0.071344,0.019967,0.002128,0,0,13.1677,0.52376,10.7938,201.462,44.4058,7.63619,16.6658,1.99007,0,18.6646,4.845,25.5,220,17.3884,0,0.5,0.5,29.5,1,1.5,1,1.5,9,1939,11.2631,8.08557,42.0318,397.802,22.3264,3.08964,19.2368,6.91107,16.1422,16.1422,6.33547,1472.95,178.271,60.9348,29.203,494.091,227.41,227.41,476.457,362,390.133010024,"421_5810","210_2905","140_1936","105_1452","84_1162","70_968","60_830","52_726","46_645","42_581","38_528","35_484","32_446","30_415","28_387",1,5,2,5,1,2,5,1,3,4,3,4,2,2,1,2
"SF8",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,433702.829686,5810306.20951,1,"2014_16",433703,5810306,1939,7,196.541,-0.189902,8.08,868.327,0.981803,20.1172,31.7634,10.0572,8.14836,41.5725,408.42,21.0646,1.4686,19.596,7.21802,15.0149,15.0154,5.029,1625.72,205.021,67.6723,30.8296,552.91,250.41,255.273,527.536,48.1512,19.7625,2.63461,6.22175,16.8622,33.036,41.1351,0.280814,0.122282,0.108157,0.073681,0.055102,0.063197,0.05827,0.052195,0.069542,0.078987,0.035843,0.001931,0,15.0127,0.737842,9.18326,101.746,55.5762,9.33407,2.50006,0,0,11.0795,9.35,16.7,239,20.5402,0,0,0,14,4,2.5,2.25,0.75,1,1939,9.9467,8.03951,41.233,408.451,20.9066,1.40887,19.4978,7.09834,14.905,14.905,4.91597,1636.69,206.842,67.9884,30.9547,557.642,251.894,251.894,531.062,373,979.577649887,"433_5810","216_2905","144_1936","108_1452","86_1162","72_968","61_830","54_726","48_645","43_581","39_528","36_484","33_446","30_415","28_387",0,3,3,1,2,1,5,1,2,3,3,2,3,2,1,2
"S1-91-F",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,430918,5809831.2525,0,"2016_17",430918,5809831,1983,7,156.963,0.993202,9.48,522.599,-0.116401,10.8697,59.727,11.8537,8.95573,45.1979,397.525,23.1883,3.37391,19.8144,7.62228,16.6939,16.6939,6.96985,1288.14,146.429,59.2476,25.0579,411.454,211.549,211.549,393.35,35.0512,11.2978,3.47129,5.13403,8.7951,16.462,23.5833,0.319038,0.326262,0.16451,0.058131,0.022668,0.015386,0.022304,0.023308,0.016488,0.01449,0.009873,0.005491,0.001782,8.22639,0.733649,10.7526,65.5079,55.3753,2.2192,2.57503,0,0,6.0923,5.39,35.65,317,15.0327,3.1875,0.25,3.4375,10.25,0.125,2.75,1,1,1,1939,11.8569,8.94917,45.1984,397.381,23.1898,3.39004,19.7997,7.61182,16.696,16.696,6.97455,1278.23,145.211,59.0478,24.8468,407.185,210.597,210.597,388.83,352,1917.30338005,"430_5809","215_2904","143_1936","107_1452","86_1161","71_968","61_829","53_726","47_645","43_580","39_528","35_484","33_446","30_414","28_387",0,4,1,3,1,5,1,5,1,5,3,2,2,2,5,2
"BCk2",0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,395100.708815,5810298.90158,1,"2014_16",395101,5810299,1983,7,101.03,0.877899,7.92,550.8,0.478845,16.6103,11.7432,11.6058,8.1128,42.5301,387.106,22.5324,3.4576,19.0748,7.40412,16.3709,16.3709,6.82901,1416.97,162.235,59.3637,26.6841,463.152,224.951,224.951,438.083,45.8908,23.335,3.84421,12.3425,25.9942,33.2808,38.7151,0.208317,0.152917,0.071355,0.053341,0.052459,0.068028,0.07778,0.073322,0.085858,0.089535,0.053714,0.012657,0.000697,13.2532,0.403648,11.9909,315.765,48.0363,7.87516,16.6258,3.41392,0.784202,26.3337,3.6725,23.7,246,28.5324,6.625,0.25,6.875,17.25,0.75,2.25,1.25,1.25,1,1983,11.7022,8.19479,42.8193,386.114,22.6513,3.51323,19.1381,7.51357,16.4535,16.4535,6.93669,1420.83,162.758,59.4295,26.769,464.918,225.263,225.263,439.98,365,498.946148066,"395_5810","197_2905","131_1936","98_1452","79_1162","65_968","56_830","49_726","43_645","39_581","35_528","32_484","30_446","28_415","26_387",3,1,3,2,2,3,4,1,2,4,2,4,4,5,2,1
"BCB8",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397098.872402,5809911.08025,1,"2014_16",397099,5809911,1983,9,185.649,-0.956814,7.48,418.31,-0.290701,18.9082,15.6456,12.4766,8.73136,44.6916,378.648,23.5543,4.02383,19.5305,8.36662,17.1138,17.1138,7.79094,1395.86,159.694,58.6227,26.5752,455.373,222.019,222.019,430.497,46.8689,21.5237,4.00992,9.85114,22.2015,32.1444,38.2253,0.190376,0.142911,0.073489,0.062106,0.077031,0.096191,0.117106,0.112703,0.071951,0.036345,0.014624,0.003567,0.001581,13.0788,0.415539,10.1806,417.644,45.2996,22.9117,18.7635,2.4344,0,41.0233,5.7725,26.05,240,22.1072,13.3125,0,13.3125,16,5.125,2.25,1,1,1,1984,12.4093,8.4113,43.766,378.197,23.3655,4.14672,19.2188,8.29364,17.0433,17.0433,7.72445,1400.09,160.266,58.6901,26.671,457.333,222.353,222.353,432.601,377,544.804389563,"397_5809","198_2904","132_1936","99_1452","79_1161","66_968","56_829","49_726","44_645","39_580","36_528","33_484","30_446","28_414","26_387",3,2,5,5,1,5,5,1,2,5,1,5,1,5,3,1
"Dowey3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399674.786767,5810140.01524,1,"2014_16",399675,5810140,1983,7,93.4041,0.664751,0,644.425,-0.747065,14.4111,23.1142,11.3677,8.17505,42.6175,393.923,22.4196,3.23781,19.1818,7.07245,16.2143,16.2143,6.53336,1384.11,158.481,57.9766,26.744,452.308,219.646,219.646,428.194,38.3669,22.1465,4.35935,12.4376,25.9337,31.2324,34.1887,0.138914,0.053164,0.115213,0.076414,0.092389,0.19318,0.227616,0.096919,0.00619,0,0,0,0,11.1267,0.436338,9.65046,467.955,44.2247,32.8475,6.12347,0,0,48.4904,4.95,34.8,281,25.4248,7.5,0.5,8,27,0,3,2.75,1.75,1,1984,11.2672,8.24284,42.8228,395.17,22.3603,3.1116,19.2487,6.95671,16.1331,16.1331,6.42235,1379.58,157.88,57.9045,26.6505,450.273,219.259,219.259,426.039,379,887.56893946,"399_5810","199_2905","133_1936","99_1452","79_1162","66_968","57_830","49_726","44_645","39_581","36_528","33_484","30_446","28_415","26_387",0,4,4,5,1,3,5,2,2,5,2,5,1,5,2,1
